


         Node(  1)          Node(  2)          Node(

 time    Theta               Theta            
   209.0000     0.2456     0.2835
   210.0000     0.2451     0.2844
   211.0000     0.2469     0.2848
   212.0000     0.2844     0.2909
   213.0000     0.2607     0.2796
   214.0000     0.2553     0.2809
   215.0000     0.2857     0.2925
   216.0000     0.2823     0.2880
   217.0000     0.2605     0.2804
   218.0000     0.2559     0.2808
   219.0000     0.2928     0.3022
   220.0000     0.2676     0.2844
   221.0000     0.2542     0.2834
   222.0000     0.2935     0.3182
   223.0000     0.2754     0.3118
   224.0000     0.2897     0.3127
   225.0000     0.2843     0.3057
   226.0000     0.2903     0.3136
   227.0000     0.2969     0.3237
   228.0000     0.2762     0.3117
   229.0000     0.2570     0.3013
   230.0000     0.2392     0.2923
   231.0000     0.2251     0.2908
   232.0000     0.2550     0.2940
   233.0000     0.2424     0.2887
   234.0000     0.2960     0.3093
   235.0000     0.2779     0.3026
   236.0000     0.2850     0.2987
   237.0000     0.2656     0.2941
   238.0000     0.2655     0.2838
   239.0000     0.2477     0.2823
   240.0000     0.2808     0.2844
   241.0000     0.2691     0.2780
   242.0000     0.2535     0.2805
   243.0000     0.2489     0.2828
   244.0000     0.2466     0.2840
   245.0000     0.2453     0.2846
   246.0000     0.2445     0.2848
   247.0000     0.2736     0.2807
   248.0000     0.2551     0.2791
   249.0000     0.2522     0.2802
   250.0000     0.2841     0.2882
   251.0000     0.2607     0.2788
   252.0000     0.2551     0.2795
   253.0000     0.2529     0.2797
   254.0000     0.2800     0.2817
   255.0000     0.2603     0.2786
   256.0000     0.2553     0.2785
   257.0000     0.2535     0.2782
   258.0000     0.2936     0.3049
   259.0000     0.2775     0.2916
   260.0000     0.2588     0.2862
   261.0000     0.2922     0.3045
   262.0000     0.2739     0.2934
   263.0000     0.2535     0.2845
   264.0000     0.2390     0.2830
   265.0000     0.2347     0.2840
   266.0000     0.2336     0.2844
   267.0000     0.2337     0.2843
   268.0000     0.2344     0.2840
   269.0000     0.2354     0.2835
   270.0000     0.2366     0.2828
   271.0000     0.2379     0.2820
   272.0000     0.2658     0.2789
   273.0000     0.2506     0.2781
   274.0000     0.2493     0.2782
   275.0000     0.2493     0.2779
   276.0000     0.2495     0.2775
   277.0000     0.2499     0.2770
   278.0000     0.2503     0.2765
   279.0000     0.2506     0.2759
   280.0000     0.2510     0.2753
   281.0000     0.2513     0.2748
   282.0000     0.2516     0.2742
   283.0000     0.2517     0.2736
   284.0000     0.2519     0.2731
   285.0000     0.2520     0.2725
   286.0000     0.2521     0.2720
   287.0000     0.2522     0.2715
   288.0000     0.2522     0.2710
   289.0000     0.2522     0.2705
   290.0000     0.2522     0.2700
   291.0000     0.2521     0.2696
   292.0000     0.2521     0.2691
   293.0000     0.2521     0.2687
   294.0000     0.2520     0.2683
   295.0000     0.2520     0.2678
   296.0000     0.2519     0.2674
   297.0000     0.2518     0.2671
   298.0000     0.2517     0.2667
   299.0000     0.2515     0.2663
   300.0000     0.2514     0.2659
   301.0000     0.2513     0.2656
   302.0000     0.2512     0.2652
   303.0000     0.2510     0.2649
   304.0000     0.2509     0.2645
   305.0000     0.3026     0.3033
   306.0000     0.2872     0.2964
   307.0000     0.2786     0.2915
   308.0000     0.2719     0.2876
   309.0000     0.2581     0.2835
   310.0000     0.2485     0.2803
   311.0000     0.2470     0.2777
   312.0000     0.2465     0.2757
   313.0000     0.2465     0.2741
   314.0000     0.2954     0.2827
   315.0000     0.2849     0.2831
   316.0000     0.2739     0.2816
   317.0000     0.2699     0.2801
   318.0000     0.2673     0.2787
   319.0000     0.2634     0.2773
   320.0000     0.2599     0.2759
   321.0000     0.2578     0.2746
   322.0000     0.2527     0.2732
   323.0000     0.2514     0.2720
   324.0000     0.2508     0.2709
   325.0000     0.2505     0.2700
   326.0000     0.2505     0.2692
   327.0000     0.2505     0.2685
   328.0000     0.2505     0.2678
   329.0000     0.2505     0.2673
   330.0000     0.2506     0.2667
   331.0000     0.2506     0.2663
   332.0000     0.2506     0.2658
   333.0000     0.2507     0.2654
   334.0000     0.2507     0.2650
   335.0000     0.2508     0.2646
   336.0000     0.2507     0.2642
   337.0000     0.2735     0.2663
   338.0000     0.2679     0.2671
   339.0000     0.2657     0.2675
   340.0000     0.2640     0.2675
   341.0000     0.2621     0.2674
   342.0000     0.2597     0.2670
   343.0000     0.2570     0.2664
   344.0000     0.2546     0.2657
   345.0000     0.2534     0.2651
   346.0000     0.2523     0.2644
   347.0000     0.2519     0.2639
   348.0000     0.2516     0.2633
   349.0000     0.2513     0.2629
   350.0000     0.2511     0.2624
   351.0000     0.2509     0.2620
   352.0000     0.2508     0.2617
   353.0000     0.2506     0.2613
   354.0000     0.2505     0.2610
   355.0000     0.2504     0.2607
   356.0000     0.3053     0.3035
   357.0000     0.3054     0.3069
   358.0000     0.3068     0.3080
   359.0000     0.3020     0.3043
   360.0000     0.2992     0.3019
   361.0000     0.2959     0.2998
   362.0000     0.2941     0.2983
   363.0000     0.2925     0.2970
   364.0000     0.2893     0.2955
   365.0000     0.3025     0.3037
